( vogue_0036 "But you can believe a stranger's compliments because they have no reason to make you want to feel good." )
( vogue_0037 "They can judge you with the distance of a critic." )
( vogue_0038 "It convinced me that they would never lie to me." )
( vogue_0039 "Flirting with him helped me forget about the guy I went on that date with who ghosted me." )
( vogue_0040 "Granted, if I end up with one of them, I hope he doesn't flirt with other girls in bars." )
( vogue_0041 "Although maybe I do want that, because maybe that's what it will take for him to rebuild his confidence?" )
( vogue_0042 "To have someone who's not saying  babe, what did you think of my bleached hair?  every five minutes." )
( vogue_0043 "I feel so much better since meeting him." )
( vogue_0044 "And I reckon he feels better having met me." )
( vogue_0045 "Seeing that he's still got it." )
( vogue_0046 "It's funny: in life there are people that work to help you in millions of different ways." )
( vogue_0047 "It's exactly how it always will be." )
( vogue_0048 "Is that so much to ask??" )
( vogue_0049 "Ultimately, Steve will probably be just fine in the end." )
( vogue_0050 "We are in a golden age of television, and by that I mean men are doing full frontal nudity." )
( vogue_0051 "Let's start with a quick televisual tally." )
( vogue_0052 "Meanwhile in Manhattan, resident prude Charlotte York Goldenblatt was interrupted one morning with her husband." )
( vogue_0053 "And just like that we saw Harry Goldenblatt's flaccid penis through the zipper of his suit." )
( vogue_0054 "(Props to the props department that delivered the man a rather large package.)" )
( vogue_0055 "I just know I haven't felt this exhilarated since Ben Affleck's shower in Gone Girl." )
( vogue_0056 "I'm trying, of course, not to be a sniggering schoolboy about this." )
( vogue_0057 "But there's something puerile about seeing all these male nubbins." )
( vogue_0058 "None of these are very sexy scenes  and maybe that's the point?" )
( vogue_0059 "Maybe we're deliberately being not titillated in order to appreciate the art of the moment." )
( vogue_0060 "We've all been to galleries and been grown ups about the nude marbles." )
( vogue_0061 "But part of me will always half stifle a laugh when a man is naked on the telly." )
( vogue_0062 "But I do find it very noticeable, very unusual." )
( vogue_0063 "But are we seeing numerous penises for shock value?" )
( vogue_0064 "Are TV execs offering up these prawns so that writers like me get in a tiz?" )
( vogue_0065 "Perhaps we're seeing an era of gender reciprocity?" )
( vogue_0066 "As full frontal male nudity inches toward gender parity, it's hard not to feel slightly euphoric." )
( vogue_0067 "It's the second part most people have an opinion about.Not many are quizzical about the in between." )
( vogue_0068 "I guess the idea of crippling grief is too scary, tiring and unpalatable." )
( vogue_0069 "Instead, the show held space for half a season." )
( vogue_0070 "They gave us some of the in between, the messiness of grief and the cold realities of death." )
( vogue_0071 "We were together for nine years, quietly happy, him the perfect yin to my yang." )
( vogue_0072 "Even when I knew Cam was dying, I couldn't imagine a life after him." )
( vogue_0073 "It was as if I expected a black hole would open and swallow me up too." )
( vogue_0074 "People usually fall into one of two camps: too soon or not soon enough." )
( vogue_0075 "It took Carrie six episodes and a montage of season changes to be ready to date again." )
( vogue_0076 "It takes over every cell of your body." )
( vogue_0077 "What if you actually like them and then they die too?" )
( vogue_0078 "It's no wonder Carrie chose a widower for her first date." )
( vogue_0079 "After all,  So, how did your spouse die?  is an ice breaker that bonds you." )
( vogue_0080 "We went on another hike that week and rock climbing the following week." )
( vogue_0081 "Then I'd return to a house saturated with Cam, grappling with guilt and missing him." )
( vogue_0082 "Two years later, I still have Cam's Chuck Taylors, by a different door in a different house." )
( vogue_0083 "We may earn a commission if you buy something from any affiliate links on our site." )
( vogue_0084 "I remember that train ride vividly." )
( vogue_0085 "Had my glass been washed well enough?" )
( vogue_0086 "The girl behind the bar asked if I was a fresher." )
( vogue_0087 "She exuded cool: her Trinidadian accent, her oversized jumpers and white jeans with cowboy boots, her laid back ways." )
( vogue_0088 "Sewing came easy  my mum was a dressmaker." )
( vogue_0089 "I had been her understudy, but as puberty approached, the curtain defined it as a totally female space." )
( vogue_0090 "After a few months at SOAS, I was mostly sleeping in the day and roaming the clubs at night." )
( vogue_0091 "They all knew what they wanted to do." )
( vogue_0092 "Mum didn't even wear lipstick or perfume." )
( vogue_0093 "They both made things with their hands (Dad was a carpenter), but I didn't know what being creative was." )
( vogue_0094 "I'd have to show I was competing with him." )
( vogue_0095 "The designer's memoir is available from twenty seven January." )
( vogue_0096 "But in London, my perceptions had expanded." )
( vogue_0097 "There were other paths with other stories." )
( vogue_0098 "I longed to make my own, and to make my own markings." )
( vogue_0099 "I learnt about Central Saint Martins, said to be the best art school there was." )
( vogue_0100 "I listened to this new language and learnt their code." )
( vogue_0101 "I knew my passage wasn't going to be straightforward." )
( vogue_0102 "I wasn't going to step from one stone to another, privileged enough to waltz through decisions." )
( vogue_0103 "There were still walls blocking my path and ropes that I couldn't cut through." )
( vogue_0104 "I had no traditional support structure, role models, or representations of myself who I could look up to." )
( vogue_0105 "Deny my heritage, put away my background, lose my unique voice." )
( vogue_0106 "Even now, all these years later, the battle continues." )
( vogue_0107 "There are seasons when I embrace one part of me, then reject it to try to follow accepted codes." )
( vogue_0108 "I don't know how to fit in." )
( vogue_0109 "I still make garments, but have begun to see that practice as performance, with limited sustainable output." )
( vogue_0110 "The Go Between: A Portrait of Growing Up Between Different Worlds by Osman Yousefzada (Canongate, £fifteen) is out twenty seven January." )
( vogue_0111 "I can walk around in nothing but a ratty college T shirt and mismatched socks!" )
( vogue_0112 "I can come home unattractively drunk at four am and microwave nachos without judgment!" )
( vogue_0113 " but one severe downside is that I've been waiting for four days to watch the finale of Yellowjackets." )
( vogue_0114 "Because I work during the day, and I refuse to watch the show at any point close to nightfall." )
( vogue_0115 " it's the flashbacks to their younger selves that I'm drawn to the most." )
( vogue_0116 "Would I be a bold hunter like Natalie, or a team leader like Taissa?" )
( vogue_0117 "Would I conduct a clandestine queer romance behind the backs of my peers, like Taissa and Van did?" )
( vogue_0118 " I'm going to surprise Che at their show, and tell them that we can be together,  she gushes." )
( vogue_0119 " Oh my God, I'm in a rom com, Carrie!  Carrie's absolutely pitch perfect response?" )
( vogue_0120 " Okay, well, safe flight  whoever this is. " )
( vogue_0121 "What in the name of Sleepless in Seattle has happened to Miranda Hobbes?" )
( vogue_0122 "I submit to the court as evidence: her big career move." )
( vogue_0123 "And Just Like That's Miranda has lost her balance  literally." )
( vogue_0124 "All of which leads us back to Che." )
( vogue_0125 "I am all for Miranda's queer plot line, but it has to feel true to the original character." )
( vogue_0126 "And Che is no Tom Hanks." )
( vogue_0127 "(Would someone please drag Samantha out of Annabel's and back to Manhattan to tell Miranda that?)" )
( vogue_0128 "In a way, I hope it's the latter." )
( vogue_0129 "Because as Miranda one.zero once said:  What about us?" )
( vogue_0130 "What do we think, we feel, we know?!" )
( vogue_0131 "But the lack of sex on And Just Like That has left me wanting more since episode one." )
( vogue_0132 "Carrie watching Big half heartedly masturbate in bed, only to die mere scenes later… not exactly hot." )
( vogue_0133 "The rare exception was Miranda's sexual encounter with Che Diaz (Sara Ramirez) in Carrie's kitchen." )
( vogue_0134 " But Big is actually dead,  she quips." )
( vogue_0135 "Is Miranda doomed to fall in love with someone who will never love her back?" )
( vogue_0136 "Will their sexual exploration be precisely what she needs regardless?" )
( vogue_0137 " and is nudged by her editor into dating for the sake of uplifting epilogue copy." )
( vogue_0138 "Is Peter the name of literally every male suitor in ninety nine per cent of rom coms?" )
( vogue_0139 "Does he unceremoniously puke outside the restaurant, potentially splattering her shoes?" )
( vogue_0140 "Big died so Carrie could be single again, and now it's game on." )
( vogue_0141 "In Australian Aboriginal culture, there is a coming of age ritual called the walkabout." )
( vogue_0142 "They return with answers, markedly changed, having undergone a spiritual metamorphosis into adulthood." )
( vogue_0143 "For the first time, I'd be spending my birthday completely alone." )
( vogue_0144 "On the day, I woke up late and moody." )
( vogue_0145 "But a FaceTime with a friend encouraged me to make it an event for myself." )
( vogue_0146 "I ended up applying make up, singing to my loud speakers, dancing and drinking Prosecco." )
( vogue_0147 "As I sat in front of the mirror, drawing around my eyes, I suddenly noticed them with a start." )
( vogue_0148 "But in that moment, it was as if I was seeing myself through new lenses." )
( vogue_0149 "And I was overwhelmed with emotion at this person who'd shown up when no one else could." )
( vogue_0150 "A biblical flood of confidence swept through me." )
( vogue_0151 "That I didn't need someone to drip feed that love to me." )
( vogue_0152 "Glowing with self love, my first birthday alone was the first I felt a real, gear stick change inside me." )
( vogue_0153 "I spent the rest of the night having unlocked a new type of bliss." )
( vogue_0154 "It lasted until I hit the re opened clubs." )
( vogue_0155 "Had I outgrown my old, pre pandemic life?" )
( vogue_0156 "Thirty was around the corner, but I didn't feel ready for it." )
( vogue_0157 "It stirred up a lot of old, persistent feelings of being left behind." )
( vogue_0158 "Back then, I ignored the big, gnawing life questions by going out." )
( vogue_0159 "Things were moving forward  I felt I had caught up." )
( vogue_0160 "Another transition into a new year, primarily alone." )
( vogue_0161 "But, for many hours I was filled with a fiery, ferocious burst of energy." )
( vogue_0162 "When you're alone for long periods, you realise you never are; inside there's always someone to surprise you." )
( vogue_0163 "I couldn't believe it when I saw him in the restaurant." )
( vogue_0164 "The guy I went on a date with who stopped messaging me." )
( vogue_0165 "The one I became slightly obsessed with." )
( vogue_0166 "It was as though I'd manifested it." )
( vogue_0167 "Crushing his smile down into a straight line." )
( vogue_0168 "Trying to save his face from dripping all over the floor." )
( vogue_0169 "He'd follow his group to the club because he wouldn't want them to accuse him of being soft." )
( vogue_0170 "Handing me his beer can to sip every time I looked thirsty." )
( vogue_0171 "I can't say for sure whether he saw me or not." )
( vogue_0172 "The restaurant was massive and we were sitting in different rooms." )
( vogue_0173 "The food arrived and I reapplied lip liner between mouthfuls." )
( vogue_0174 "Not that I ate much at all; I was too nervous." )
( vogue_0175 "Sank a bottle of wine and then a glass of someone else's." )
( vogue_0176 "They all had big rugby legs and throaty laughs." )
( vogue_0177 "I realised I'd matched with one of them on Hinge." )
( vogue_0178 "He sent me a message saying,  want a fuckbuddy?  and I ignored it because it felt too direct." )
( vogue_0179 "I felt like a kid at the school disco." )
( vogue_0180 "I composed a message on the notes app and copied and pasted it over." )
( vogue_0181 " We're in the same restaurant lol " )
( vogue_0182 " Are you about in South later? " )
( vogue_0183 "When he didn't reply, I completely spiralled." )
( vogue_0184 "I listened to  Nothing Compares twoU  on the bus home." )
( vogue_0185 "I blocked and then unblocked him on Instagram." )
( vogue_0186 "I was going through the small aftershocks of what it feels like to be dumped." )
( vogue_0187 " I don't want to invalidate what you're going through." )
( vogue_0188 "I'm not saying the hurt isn't real." )
( vogue_0189 "But I don't think it's about what you think it's about. " )
( vogue_0190 "I made an  mmm  sound, ready to get annoyed." )
( vogue_0191 " You think you're crying because you want to be with him, right?" )
( vogue_0192 "But you don't even know who he is." )
( vogue_0193 "How could you when you've only spoken to him for what?" )
( vogue_0194 "You're mourning something that you have no idea exists. " )
( vogue_0195 " What, so you think I've made him up in my head? " )
( vogue_0196 "How he told me he's always the last one to leave parties." )
( vogue_0197 "How he gave off that cheeky, best man at the wedding energy." )
( vogue_0198 "And then I thought of all the gaps left by the things I didn't know." )
( vogue_0199 "Like whether he's a comfort watcher or can't see the same film twice." )
( vogue_0200 "Like how he deals with things when he's upset." )
( vogue_0201 "Is he spontaneous or does he like routine?" )
( vogue_0202 "Gaps which I filled in with my own ideas about who I would want to be with." )
( vogue_0203 "Patched him together like Frankenstein's monster." )
( vogue_0204 "It happened without me even trying." )
( vogue_0205 "I guess because I have a big imagination." )
( vogue_0206 "It's part of what makes me a good writer." )
( vogue_0207 " I don't think he hurt you,  says my friend." )
( vogue_0208 "Later that day I saw a tweet which takes this idea even further:" )
( vogue_0209 " When u lose an emotional attachment to someone, u realize how ordinary they are." )
( vogue_0210 "It's ur love n ur energy that makes people seem so special." )
( vogue_0211 "Never worry about losing love because it's within u n u are love" )
( vogue_0212 "Therefore it'll b found everywhere that surrounds u." )
( vogue_0213 "I was the one who made my stomach turn." )
( vogue_0214 "I was the one making myself twitch with desire." )
( vogue_0215 "I was the one who made him so perfect." )
( vogue_0216 "Therefore, the only person I need to make sure sticks around is me." )
( vogue_0217 "I know my friend would tell me this isn't a healthy way of looking at things." )
( vogue_0218 "He'd tell me to stop looking out the bus window and inventing scenarios in my head." )
( vogue_0219 "But it's difficult to quit when the real world is so routinely disappointing." )
( vogue_0220 "One version gave me goosebumps and the other made me want to listen to Adele." )
( vogue_0221 "I know one day I will have to quit, break out of the dreamworld, take the red pill." )
( vogue_0222 "The men were always beside the point on Sex and the City." )
( vogue_0223 "Harry was the brash, big hearted mensch Charlotte didn't know she needed after the WASP nightmare of Trey." )
( vogue_0224 "We knew Steve dreamed of opening his own bar (but with Aidan, really?" )
( vogue_0225 "), and that Harry felt strongly about marrying within the Jewish faith." )
( vogue_0226 "In And Just Like That, the surviving male partners feel forgotten." )
( vogue_0227 "Big is the only actual dead one, but all of the guys seem like ghosts of themselves." )
( vogue_0228 "Whatever happened to Steve as a bar owner  especially after the devastating blow dealt by the pandemic?" )
( vogue_0229 "Might he be as lost as Miranda in middle age?" )
( vogue_0230 "(That's a dynamic I'd love to see on screen, not to mention a plum guest starring casting opportunity.)" )
( vogue_0231 "What does it look like, exactly, to not have sex for years?" )
( vogue_0232 "Where is the fire that made him the most venerated divorce lawyer in the city?" )
( vogue_0233 "I presume this couple, like all couples, must disagree on at least some things." )
( vogue_0234 "To be fair, husbands are often afterthoughts when girlfriends get together  both in real life and on TV." )
( vogue_0235 "But the fictional drama tends to hit harder when the men aren't mere sidepieces." )
( vogue_0236 "Nor will they ever, apparently, be invited to brunch  and I'm okay with that." )
( vogue_0237 "Still, And Just Like That could give Steve and Harry (and Eigenberg and Handler) more substance." )
( vogue_0238 "This week an old man who knows nothing about my life berated me for not having kids." )
( vogue_0239 "Then he went even further, bemoaning my choice to have a dog, saying it was selfish." )
( vogue_0240 "And the kicker was that this guy doesn't even have kids himself!" )
( vogue_0241 "Childless, fawning over my dog, devoid of all humanity." )
( vogue_0242 "Those cool Pope memes got old pretty quickly I guess." )
( vogue_0243 "The funny thing is, I sort of thought having a dog made me less selfish." )
( vogue_0244 "I'm not even Catholic, I could just ignore it." )
( vogue_0245 "The Pope's comments don't help, is what I'm saying." )
( vogue_0246 "Social media reacted to this holy opinion with predictable gusto." )
( vogue_0247 "Was he going to pay for expensive childcare?" )
( vogue_0248 "I don't think anybody gets a pet instead of having a kid." )
( vogue_0249 "And even if my reasons were entirely about myself, they would still be valid." )
( vogue_0250 "I will never understand the need some people have to push kids onto others." )
( vogue_0251 "Maybe they have too much spare time on their hands." )
( vogue_0252 "The Pope would do well to find a new interest." )
( vogue_0253 "I suggest he get a dog." )
( vogue_0254 "I don't believe in soulmates or that there's  someone out there waiting for me ." )
( vogue_0255 "Well, gosh, I think plenty of things, often at the same time and wearily." )
( vogue_0256 "The regret thing is deeply irritating." )
( vogue_0257 "You must learn to ignore as if ignoring is your new part time job." )
( vogue_0258 "And just like that Carrie Preston neé Bradshaw is back." )
( vogue_0259 "Miranda was refusing to listen to podcasts and drinking on a school morning." )
( vogue_0260 "Charlotte, a woman once crippled by her own politeness to the point of self flagellation, was de inviting Stanford from lunch." )
( vogue_0261 "Stanford, God bless him, gave us huge, huggable, homosexual florals." )
( vogue_0262 "Things were bubbling along quite nicely, but just like that… Big died." )
( vogue_0263 "Let's talk first of the sex, because it's taken five weeks for any of the characters to get laid." )
( vogue_0264 "(Maybe that's the brutal reality of being in your mid fiftys?)" )
( vogue_0265 "I personally found the fingering scene and Miranda's primal bark gasm a bit daft." )
( vogue_0266 "The ageing thing is playing out oddly." )
( vogue_0267 "It's like the cast has one foot in the grave and the other foot in an urn." )
( vogue_0268 "Steve is deaf as a post?" )
( vogue_0269 "We watched these people living it up because they could actually afford a certain vitality." )
( vogue_0270 "Watching the series now, you'd be forgiven if you got to thinking: Nobody's fun anymore, whatever happened to fun?" )
( vogue_0271 "There're lots of issues and little dancing." )
( vogue_0272 "It's selfish, but I want Carrie to be fifty five and fabulous." )
( vogue_0273 "Which brings us onto Big's death, a storyline so huge it might have always felt underplayed." )
( vogue_0274 "The problem is that that feeling of raw, undiluted, maddening unfairness hasn't quite hit in a scene." )
( vogue_0275 "(Carrie seemed sadder when she got jilted at the library, TBH.)" )
( vogue_0276 "The show I love keeps missing emotional beats but I'm still listening to the melody." )
( vogue_0277 "Last gripe: the brown sidekick trope gives me the ick." )
( vogue_0278 "Carrie at the Diwali party was weird." )
( vogue_0279 "As was Miranda being consistently racially tone deaf." )
( vogue_0280 "(This is simply not how white supremacy works.)" )
( vogue_0281 "I know I'm being harsh, but it's because I care." )
( vogue_0282 "It's because I love this show and the show has meaning for me." )
( vogue_0283 "The boldness of the series and resulting clusterfuck of online discourse is exactly what era defining shows should be doing." )
( vogue_0284 "We're all once again talking sex and fashion and friendship." )
( vogue_0285 "But we're also talking about transition and race and a lawyer who doesn't listen to podcasts." )
( vogue_0286 "As things further unfold, I know some of you are feeling a touch let down maybe, a little deflated." )
( vogue_0287 "Our expectations will always outweigh what we see." )
( vogue_0288 "The worst SATC reboot would be a non talking point, evoking a stunned silence and barely a tweet." )
( vogue_0289 "But here we all are, and we can't shut up." )
( vogue_0290 "Every year, I'm confronted with the same undeniable truth: I love New Year's resolutions." )
( vogue_0291 "I love their shiny, back to school/The Secret energy." )
( vogue_0292 "I relish a calendar year full of opportunity and the excuse to buy gorgeous new felt tip pens." )
( vogue_0293 "I'm sensing some of the same non terrible resolutions energy out there, not just in Taylor Swift lyrics." )
( vogue_0294 "I'm not a sociopath; I also absolutely understand hating New Year's resolutions." )
( vogue_0295 "( F*@k New Year's resolutions,  exclaimed the title of Atoosa Rubenstein's latest Substack newsletter.)" )
( vogue_0296 "They have become synonymous with restrictive dieting, unsustainable workouts, and all manner of unattainable goals." )
( vogue_0297 "The very notion of  New Year, New You  strikes me as exhausting." )
( vogue_0298 "New Year, Incrementally More Hydrated You?" )
( vogue_0299 "Are twenty twenty two resolutions, in particular, a stab at order in a world more beyond our control than ever?" )
( vogue_0300 "Whether any of us succeeds  that is, if our resolutions take  is beside the point." )
( vogue_0301 "And so I keep putting pen to paper and trying." )
( vogue_0302 "This year, even more than control, I need to feel hope." )
( vogue_0303 "I've learned so much this year about dating." )
( vogue_0304 "That way you can see the closest approximation of what they actually look like." )
( vogue_0305 "Also, don't let the algorithm take you for a dickhead." )
( vogue_0306 "Other times there's a series of weirdos eyebrow raising in the driver's side of their car." )
( vogue_0307 "If the latter is the best you're getting, close the app and try again at a different time." )
( vogue_0308 "And I've learned how there are so many things that are amazing about being single." )
( vogue_0309 "You rarely fall asleep with your make up still on." )
( vogue_0310 "You can steal all the duvet." )
( vogue_0311 "It doesn't matter if you like leaving towels on the floor or fake tan stains on the bed." )
( vogue_0312 "You're more relaxed because you've only got your own issues to deal with." )
( vogue_0313 "Most of the things that are good about being single aren't about sex at all." )
( vogue_0314 "It's okay to want a relationship." )
( vogue_0315 "You can know you're ready to share your life with someone." )
( vogue_0316 "You are two adults tapping away on Tamagotchis." )
( vogue_0317 "He doesn't like you enough to make it so he can see you." )
( vogue_0318 "Hope lets us imagine scenarios better than the one we're in." )
( vogue_0319 "That's when hope becomes something that hurts us more than cynicism ever could." )
( vogue_0320 "From now on I'm judging actions, not promises." )
( vogue_0321 "Don't worry about the pace something moves at." )
( vogue_0322 "If you're meeting your brother's girlfriend and you want him to come too, ask." )
( vogue_0323 "At the same time, don't worry if things are moving slowly." )
( vogue_0324 "If you want to go back to yours alone after the cinema, that's fine." )
( vogue_0325 "If you're scared of meeting his friends, stay in." )
( vogue_0326 "All people are different and the way they connect is different, too." )
( vogue_0327 "Stop serving yourself ultimatums that don't need to be posed." )
( vogue_0328 "Stop asking yourself: Do I like him enough to be my boyfriend?" )
( vogue_0329 "I don't think he'd get on with my friends?" )
( vogue_0330 "I actually think men are worse than women at thinking this far ahead." )
( vogue_0331 "I reckon it's what makes them freak out when there is nothing to freak out about." )
( vogue_0332 "All you need to ask yourself is:  Does this feel good, right now, at this moment? " )
( vogue_0333 "You are allowed to be unsure and to see how things pan out." )
( vogue_0334 "This is not leading someone on." )
( vogue_0335 "You have to actually try something to know how you feel about it." )
( vogue_0336 "The other day I was having sex, and this guy was pulling my hair really hard." )
( vogue_0337 "Because no one's pleasure is worth more than another person's." )
( vogue_0338 "Both are to do with ego." )
( vogue_0339 "Do break up with someone because you can't stop chasing after these figments of your imagination." )
( vogue_0340 "I never feel more beautiful, more perfect than when I'm with my female friends." )
( vogue_0341 "They build me up like the scaffolding that's needed to build a skyscraper." )
( vogue_0342 "And they catch me each time before I fall." )
( vogue_0343 "Vogue has asked me to put down my thoughts on the subject of entertaining internationally." )
( vogue_0344 "Man cannot live by fissionable material alone." )
( vogue_0345 "Pre Soviet Russia was, among other estimable things, the birthplace of Filet Stroganoff and Faisan Souvaroff." )
( vogue_0346 "But the fact that some Russians are concentrating upon this unpleasant task may be only part of the story." )
( vogue_0347 "And suppose the sauce should be sprung on the world first, in nineteen fifty one?" )
( vogue_0348 "Meanwhile, any light hearted pontificating on the subject of international entertaining is, as the saying goes, fraught with hazard." )
( vogue_0349 "The world now sits at the American's table." )
( vogue_0350 "The Marshall Plan continues right through dessert." )
( vogue_0351 "However, there is, as the French say, a proper way of ordering these matters." )
( vogue_0352 "I therefore offer these few random suggestions with diffidence." )
( vogue_0353 "The most exciting realm open to any hostess is politics." )
( vogue_0354 "And I myself have never made a point of building dinners around celebrities of the hour." )
( vogue_0355 "Personally, I consider ten the ideal number for dinner." )
( vogue_0356 "Eight, twelve, sixteen are awkward numbers, if one has the usual rectangular table." )
( vogue_0357 " Mme X, Mr Gildersleeve has just been giving me his views on the state of American business." )
( vogue_0358 "A good rule to follow at dinners is to alternate partners with each course." )
( vogue_0359 "But one should not be too obvious about it." )
( vogue_0360 "It is seldom necessary to make serious concessions in the menu, even for the most cosmopolitan gathering." )
( vogue_0361 "Otherwise, good company, good food, good manners, and good intentions supply the hostess's every need." )
( vogue_0362 "The idea that everything can be left to a good chef is one of life's most dangerous illusions." )
( vogue_0363 "The final menu will represent a combination of the chef's ideas and mine." )
( vogue_0364 "Anybody who entertains a lot runs the risk of falling into a rut." )
( vogue_0365 "One inevitably forms attachment for certain menus and for certain combinations of friends." )
( vogue_0366 "However, the custom appears to have practical physiological justification." )
( vogue_0367 "I observe, also, an interesting change in the habits of wine drinkers." )
( vogue_0368 "Americans especially are drinking more wine  it gives support to a meal." )
( vogue_0369 "But there is a noticeable turning away from the European custom of a different wine with every course." )
( vogue_0370 "The French traditionalists, to be sure, are still standing fast in what corresponds to a vinous Maginot Line." )
( vogue_0371 "If I had my way, I would serve only a single wine throughout dinner  an Alsatian wine." )
( vogue_0372 "And the British are content to drink nothing but champagne  their one release, no doubt, from austerity." )
( vogue_0373 "Seldom will a discouraged or defeated man ever issue from the dining room after elevenpm." )
( vogue_0374 "My final observation is this: planning a party can be more fun than the party itself." )
( vogue_0375 "And one rule is born into my brain: Don't worry." )
( vogue_0376 "This tidbit changed how I thought about the algorithm." )
( vogue_0377 "Instead of a direct reflection, it's more of a horoscope." )
( vogue_0378 "I often joke that TikTok thinks I'm an Orthodox Jewish mother." )
( vogue_0379 "What is it about these videos that appeal to me?" )
( vogue_0380 "Her Shabbos meals always look delicious, which is probably why I linger." )
( vogue_0381 "(Although one thing you won't find on my FYP is fashion industry news or analysis." )
( vogue_0382 "Does it have me coined as a basic bitch?" )
( vogue_0383 "As a kindergarten teacher who moonlights as an astrologer?" )
( vogue_0384 " I don't notice if I do get them." )
( vogue_0385 "I really don't get things where I'm like, Why is this here?  he says." )
( vogue_0386 "Apparently I want to witness the sunny, impossible to imitate modes of parenting… to what, exactly?" )
( vogue_0387 "Take the lack of fashion content on my For You Page, for instance." )
( vogue_0388 "I could read it as a sign that I don't like fashion and need to quit my job." )
( vogue_0389 "I have a sense that if I really hated my job, I'd see it one way." )
( vogue_0390 "This will be my parents' first direct grandchild, but the seventh in our family's collection of children." )
( vogue_0391 "I find it really very comical that I, Erin, find the idea of a new baby so exciting." )
( vogue_0392 "For most of my life, I had absolutely nothing to say to kids." )
( vogue_0393 "I could never figure out how to talk to them, how to explain myself." )
( vogue_0394 "For me, I could never picture myself as a  father , and with that, the case seemed closed." )
( vogue_0395 "But, honestly, the biggest game changer has been the arrival of my own nieces." )
( vogue_0396 "When niece number one arrived, I was very nervous about hanging out with her." )
( vogue_0397 "I'd never really been around kids at that stage, and had spent a significant amount of time building resistance." )
( vogue_0398 "It truly baffles me now that I brought so much baggage to my relationships with my nieces." )
( vogue_0399 "Looking back, it's interesting to me how many expectations I erroneously placed at their door." )
( vogue_0400 "The concept is too wild for young minds to grasp." )
( vogue_0401 "From my experience, the evidence would disagree." )
( vogue_0402 "Clearly, this is something we pick up later down the road." )
( vogue_0403 "It's truly wonderful to look back on this as a full circle moment." )
( vogue_0404 "Their acceptance and non reaction to my transness has been a gift and a lesson." )
( vogue_0405 "For them, there's continuity which is unruffled by a different name or painted lips." )
( vogue_0406 "I am excited for the new arrival who, two hours since I started writing this, has still not arrived." )
( vogue_0407 "I still don't want kids of my own, but I'm so happy that I have these kids." )
( vogue_0408 "They are a stop sign, a warning, that something bad is coming." )
( vogue_0409 "Microaggressions, bad jokes, the smell of undried laundry on an otherwise fragrant evening out." )
( vogue_0410 " Sorry, that was my fault.  Darling." )
( vogue_0411 " I read that book you recommended!  Take me." )
( vogue_0412 "A mid afternoon WhatsApp to friends results in a series of similarly gentle pings." )
( vogue_0413 "Do they keep your houseplants alive?" )
( vogue_0414 "Do they give you the correct amount of space when you are at your prickly worst?" )
( vogue_0415 "Do they read agony aunt columns, and thoughtfully appreciate them later over tea?" )
( vogue_0416 "Don't ever bother trying to interrogate me, I'll do what you say." )
( vogue_0417 "Many people wondered how the show would handle her obvious absence  would her character die?" )
( vogue_0418 "The answer was perhaps more realistic when looked at through the prism of a long friendship." )
( vogue_0419 "And this is the plot point I wish they'd follow up on." )
